Sentence,Sentiment,sentiment_score,clean_sentence,wordlen
"So, I went because of all the hype. Immediately, realized how overrated it was. The ambiance is like a Chilis but trying to be mexican.",2,2.5,so went hype immediately realiz overr wa ambianc like chili tri mexican,12
Good pizza. Nice and laid back. Good staff too.,4,7.5,good pizza nice laid back good staff too,8
The praise and worship with Pastor BJ just sets up a God Filled service with the charismatic and awesome Pastor Maiden ... Going the Past 18 months has made our Marriage Stronger and Faith Magical,5,10.0,prais worship pastor bj set god fill servic charismat awesom pastor maiden go past  month made marriag stronger faith magic,20
"Only had a chance to experience the Oscuro (amber lager) and the pizza (the Arizona vs. Boston) so far but it's enough to make me want to come back and try more.

Lots of flat screens. Should be a great place to spend a Sunday afternoon watching footbal in the fall.",3,5.0,chanc experi oscuro amber lager pizza the arizona v boston far it enough make want come back tri more lot flat screen great place spend sunday afternoon watch footbal fall,30
"In addition to the nice atmosphere on the patio they serve a very nice brunch menu and the $2 bloody marys are a buy. Downside: parking validation is only a discount, not a freebie. Depending on when you go the service can be slow. During a recent happy hour the barmaid herself was left to tend to all bar patrons and the patio.",3,5.0,addit nice atmospher patio serv nice brunch menu  bloodi mari buy downside park valid discount freebie depend go servic slow recent happi hour barmaid left tend bar patron patio,29
"Great customer service, competitive rates, and I always get a call right back from Jeff! Nice to have an agent who actually cares about his customers. I would recommend giving him a call.",5,10.0,great custom service competit rate alway get call right back jeff nice agent actual care customer would recommend give call,20
We went to The Farm today for lunch to enjoy a picnic on such an awesome beautiful day. I had the Tuscan sandwich and it was awesome. I had expected it to be good but was surprised at just how enjoyable it really was. I'm sure sitting outside in beautiful surroundings on a perfect day helped with the experience. This is the prefect place for lunch on a beautiful day. My date was equally impressed so I'm sure I will be back!,5,10.0,went farm today lunch enjoy picnic awesom beauti day tuscan sandwich awesome expect good surpris enjoy realli wa im sure sit outsid beauti surround perfect day help experience prefect place lunch beauti day date equal impress im sure back,39
"I loved this little slice of heaven.  Reasonable prices, tiny dining room, very personal service.  Pablo was laid back, but with only 4 couples in the small establishment, he did a great job of making sure we were taken care of.",5,10.0,love littl slice heaven reason price tini dine room person service pablo laid back  coupl small establishment great job make sure taken care of,24
"What a load of absolutely hideous, uninteresting crap.

Take every single one-star review written by Yelpers below, copypaste them here and you will have a far more eloquent summary of my feelings on this place than anything I can come up with.

I have no reason to ever come here. Certainly not free will. The one time I did come here I was forced to by a friend who was meeting another friend.",1,0.0,load absolut hideous uninterest crap take everi singl onestar review written yelper below copypast far eloqu summari feel place anyth come with reason ever come here certainli free will one time come forc friend meet anoth friend,37
Had the enchiladas - cheese and shredded beef - and some mini chimichangas which were both good. Salsa is fresh and tasty. Friendly service. Will be back next time I'm in Florence!,4,7.5,enchilada chees shred beef mini chimichanga good salsa fresh tasty friendli service back next time im florence,17
"Sugar bowl ice cream is yummy but what ice cream isn't? let's just say if one day I was craving ice cream, I wouldn't think of coming here specifically for theiiir tubs. Very average stuff.. similar to Breyers/ Dryers. 

What I diiid like was the price, their abundant seating area and location (=",3,5.0,sugar bowl ice cream yummi ice cream isnt let say one day crave ice cream wouldnt think come specif theiiir tub averag stuff similar breyers dryer diiid like price abund seat area locat,33
"Great place for lunch, transport yourself back in time to this quaint farm grill which offers high quality food, fresh ingredients, killer burgers and an atmosphere that is one of a kind.  Good place for breakfast as well.  Family owned restaurant goodness.  Only drawback is the line, however good things come to those who wait.",4,7.5,great place lunch transport back time quaint farm grill offer high qualiti food fresh ingredient killer burger atmospher one kind good place breakfast well famili own restaur goodness drawback line howev good thing come wait,35
"Fun, with caps if I did that sort of thing. The whole experience was great (you won't get any specifics, this review is 3 weeks after, I can't remember, sorry). Service was by that waitress who does everything perfectly. Explain food, wine, doesn't stay too long. Nice interesting big room decor. Looking forward to the next time.",5,10.0,fun cap sort thing whole experi great you wont get specific review  week after cant remember sorry servic waitress everyth perfectly explain food wine doesnt stay long nice interest big room decor look forward next time,36
